system:index,Herbicide control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,WL_fast,Waterlogging,date,region,.geo
29,0,14.4609,52.4211,8.3842,0,100.9519,0.5391,1.8587,2022-06-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0,4.9431,160.2863,69.3515,0,18.5010,0.9986,2.6254,2022-07-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0,1.2942,451.9165,248.8316,0,2.5138,4.7781,7.7894,2022-08-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.3365,0.2945,966.4085,338.6753,0,1.4474,9.0478,5.1298,2022-09-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.2238,0.1751,372.9883,22.6379,0,2.1846,8.8773,3.1652,2022-10-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,1.1051,0.2628,101.4318,5.3406,0,3.2192,1.8432,5.0112,2022-11-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.5686,0.1511,100.6107,3.9829,0,4.3499,4.1140,4.0548,2022-12-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.0159,0.5093,44.4959,2.2105,0,18.5030,4.5113,4.8360,2023-01-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0,0.4930,58.4875,1.8040,0,15.7823,0.8566,3.5758,2023-02-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.0080,0.3181,64.7604,4.1913,0,6.9012,0.6415,4.2417,2023-03-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0,0.1272,78.4444,28.5366,0,7.2306,0.6635,6.1541,2023-04-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.0159,0.5261,69.1687,4.9536,0,11.6585,0.8997,10.5963,2023-05-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0,0.5109,80.3971,4.1553,0,6.8740,0.5233,4.6498,2023-06-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0,1.6846,83.4156,6.9881,0,9.3765,0.6044,8.7124,2023-07-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0,0.1744,186.8643,14.1355,0,2.5417,0.6941,14.0913,2023-08-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0,0.1110,202.6395,16.9637,0,1.2860,9.2387,16.6944,2023-09-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0,0.0159,36.0930,2.2379,0,1.0361,3.6209,14.8619,2023-10-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0,0.0079,33.8479,3.8465,0,1.2188,3.3522,13.3020,2023-11-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0,0.0317,10.3254,0.8259,0,1.5883,0.5567,6.3964,2023-12-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0,0,8.3681,0.7398,0,1.5945,1.1702,10.1310,2024-01-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0,0.0395,2.3585,0.8390,0,10.2362,0.3085,15.9655,2024-02-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0,0.0632,1.8277,2.9270,0,9.3651,0.4349,8.4835,2024-03-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.3570,0.2763,2.5731,0.9372,0,23.6260,0.2870,8.5803,2024-04-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0,0.3798,3.7175,4.0224,0,7.4352,0.6053,4.7820,2024-05-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0,0.2466,10.4200,13.9786,0,6.2483,0.1602,10.8580,2024-06-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0,0.6006,5.6275,7.3980,0,4.0749,0.0797,14.1435,2024-07-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.0563,0.0635,4.9012,5.9828,0,1.9769,0.0239,3.7921,2024-08-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,10.4404,0.0316,6.6289,7.6396,0,0.7060,0.2708,3.7570,2024-09-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,18.0381,0,5.8323,4.5628,0,0.6914,1.3431,5.0719,2024-10-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,3.2260,0.0397,2.3037,2.2102,0,1.0318,0.7792,1.8484,2024-11-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,0,360.7197,0,2024-12-01,SD,"{""type"":""MultiPoint"",""coordinates"":[]}"
