system:index,Herbicide control,Invasion,Mowing 1st,Mowing 2nd,No change,Recurring,WL_fast,Waterlogging,date,region,.geo
13,0,0.6456,0.4152,0.0092,0,0.1659,0,0,2021-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0,0.4613,0.1015,0.0184,0,0.1291,0,0,2021-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0,1.7154,0.0738,0,0,0.2121,0,0,2021-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0,0.3875,0.0830,0.0092,0,0.0646,0,0,2021-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0,0.3413,1.3275,0.2489,0,0.1015,0,0,2021-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0,0.5535,0.6271,0.0830,0,0.0923,0,0,2021-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0,0.2491,1.2911,0.3135,0,0.1477,0.0093,0,2021-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0,0.8393,1.4753,0.1199,0,0.1292,0.0278,0,2021-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0,0.3598,2.1852,0.1383,0,0.0922,0.0462,0,2021-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0,0.2030,0.8114,0.0461,0,0.1015,0,0,2021-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
23,0,0.0924,1.8254,0.0553,0,0.1199,0.0185,0.0092,2021-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
24,0,0.1200,1.0051,0.0830,0,0.2029,0.0555,0.0093,2022-01-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
25,0,0.1571,0.3228,0.0277,0,0.1569,0.0092,0,2022-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
26,0,0.1941,0.3043,0.0645,0,0.2306,0.0092,0.0092,2022-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
27,0,0.2217,0.6270,0.0461,0,0.3042,0,0,2022-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
28,0,0.3140,0.2397,0.0277,0,0.7562,0.0092,0,2022-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0,0.2127,0.3874,0,0,0.6730,0,0.0092,2022-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0,0.1383,0.3413,0.0830,0,0.8850,0,0,2022-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0,0.1107,0.9960,0.0922,0,0.3227,0,0,2022-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0,0.1107,0.7838,0.1014,0,0.3503,0,0,2022-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0,0.0922,1.4119,0.0739,0,0.3135,0.0277,0,2022-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0,0.1569,0.6640,0.0830,0,0.3965,0.0554,0.0185,2022-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0,0.1662,0.2677,0.0462,0,0.3320,0.0185,0.0277,2022-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0,0.1291,0.3878,0.0185,0,0.4793,0.0277,0.0277,2023-01-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0,0.0922,0.4896,0.0554,0,0.8482,0.1571,0.0185,2023-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0,0.1291,0.1200,0.0185,0,1.1155,0.4897,0.1016,2023-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0,0.0922,0.2218,0.0370,0,0.8020,0.0092,0.0739,2023-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0,0.0553,0.5538,0.1292,0,0.4518,0,0.0554,2023-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0,0.0369,0.6187,0.2029,0,0.3966,0,0.0092,2023-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0,0.0277,2.1075,0.5163,0,0.1107,0,0.0370,2023-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0,0,1.6058,0.3872,0,0.0923,0,0.0647,2023-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0,0.0461,1.0520,0.2767,0,0.0923,0,0.0092,2023-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0,0.0277,1.2839,0.1106,0,0.1937,0.2680,0.0092,2023-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.0370,0.0184,2.3828,0.2214,0,0.1014,1.4785,0,2023-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.0185,0.0184,0.8775,0.1752,0,0.0738,1.0442,0.0185,2023-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0,0.0092,0.9597,0.2121,0,0.1475,0.5175,0.2772,2024-01-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0,0.0184,0.6549,0.1106,0,0.1845,0.0277,0.3234,2024-02-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0,0.0369,0.5624,0.1106,0,0.2491,0.0185,0.4158,2024-03-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.0277,0.0461,0.2306,0.0369,0,1.0061,0,0.1294,2024-04-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0,0.0277,0.2583,0.0277,0,0.5077,0,0.0370,2024-05-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0,0,0.3783,0.2766,0,0.6088,0,0.0185,2024-06-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0,0.0369,0.4061,0.2215,0,0.5718,0,0.0277,2024-07-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0,0,2.4728,0.6547,0,0.1752,0,0.0092,2024-08-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.5079,0.0092,3.0269,0.9501,0,0.2214,0.0370,0.0092,2024-09-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.2493,0.0461,1.8645,0.5534,0,0.2305,0.0462,0,2024-10-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.0554,0.0369,1.3283,0.3043,0,0.3784,0.0185,0,2024-11-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0,0,0,0,0,0,186.5574,0,2024-12-01,GDGX,"{""type"":""MultiPoint"",""coordinates"":[]}"
